,Unnamed: 0,id,date,city_name,city_state,voting_intentions
981,981.0,P1,04/09/2022,Vitória,ES,A
982,982.0,P1,04/09/2022,Poté,MG,A
983,983.0,P1,04/09/2022,Rio das Ostras,RJ,A
984,984.0,P1,04/09/2022,Porto Walter,AC,B
985,985.0,P1,04/09/2022,Leopoldo de Bulhões,GO,A
986,986.0,P1,04/09/2022,Nova Odessa,SP,B
987,987.0,P1,04/09/2022,Luís Eduardo Magalhães,BA,B
988,988.0,P1,04/09/2022,Santana,AP,A
989,989.0,P1,04/09/2022,Uberlândia,MG,A
990,990.0,P1,04/09/2022,Brasília,DF,A
991,991.0,P1,04/09/2022,Rio Branco,AC,A
992,992.0,P1,04/09/2022,Talismã,TO,B
993,993.0,P1,04/09/2022,Manaus,AM,A
994,994.0,P1,04/09/2022,Umbaúba,SE,A
995,995.0,P1,04/09/2022,Paço do Lumiar,MA,A
996,996.0,P1,04/09/2022,Ituverava,SP,A
997,997.0,P1,04/09/2022,Riacho dos Machados,MG,B
998,998.0,P1,04/09/2022,Cuiabá,MT,B
999,999.0,P1,04/09/2022,Pedreiras,MA,B
1000,1000.0,P1,04/09/2022,Natal,RN,B
1001,1001.0,P1,04/09/2022,Luís Gomes,RN,B
1002,1002.0,P1,04/09/2022,Congonhal,MG,A
1003,1003.0,P1,04/09/2022,Aquidabã,SE,A
1004,1004.0,P1,04/09/2022,Dom Expedito Lopes,PI,A
1005,1005.0,P1,04/09/2022,Arapiraca,AL,A
1006,1006.0,P1,04/09/2022,Jóia,RS,B
1007,1007.0,P1,04/09/2022,Belmiro Braga,MG,A
1008,1008.0,P1,04/09/2022,Corumbá,MS,A
1009,1009.0,P1,04/09/2022,Santo Amaro do Maranhão,MA,A
1010,1010.0,P1,04/09/2022,Jarinu,SP,A
1011,1011.0,P1,04/09/2022,Santana,AP,B
1012,1012.0,P1,04/09/2022,Licínio de Almeida,BA,B
1013,1013.0,P1,04/09/2022,Teixeira,PB,B
1014,1014.0,P1,04/09/2022,Quatis,RJ,A
1015,1015.0,P1,04/09/2022,Indiavaí,MT,B
1016,1016.0,P1,04/09/2022,Santana,AP,B
1017,1017.0,P1,04/09/2022,Buerarema,BA,A
1018,1018.0,P1,04/09/2022,São Gonçalo,RJ,A
1019,1019.0,P1,04/09/2022,Camapuã,MS,A
1020,1020.0,P1,04/09/2022,Itapiranga,AM,B
1021,1021.0,P1,04/09/2022,Boa Vista,RR,B
1022,1022.0,P1,04/09/2022,Rio das Flores,RJ,B
1023,1023.0,P1,04/09/2022,Indaial,SC,B
1024,1024.0,P1,04/09/2022,São Paulo,SP,A
1025,1025.0,P1,04/09/2022,Palmácia,CE,A
1026,1026.0,P1,04/09/2022,Itaquitinga,PE,A
1027,1027.0,P1,04/09/2022,Anadia,AL,B
1028,1028.0,P1,04/09/2022,Alcinópolis,MS,B
1029,1029.0,P1,04/09/2022,Jericó,PB,B
1030,1030.0,P1,04/09/2022,São Paulo,SP,A
1031,1031.0,P1,04/09/2022,Palmas,TO,B
1032,1032.0,P1,04/09/2022,Maceió,AL,A
1033,1033.0,P1,04/09/2022,Francisco Morato,SP,A
1034,1034.0,P1,04/09/2022,Igarapé-Miri,PA,B
1035,1035.0,P1,04/09/2022,Campo Grande,MS,A
1036,1036.0,P1,04/09/2022,Fortaleza,CE,A
1037,1037.0,P1,04/09/2022,Juti,MS,A
1038,1038.0,P1,04/09/2022,Alvorada,RS,B
1039,1039.0,P1,04/09/2022,Contagem,MG,B
1040,1040.0,P1,04/09/2022,Arenápolis,MT,B
1041,1041.0,P1,04/09/2022,Ibirajuba,PE,A
1042,1042.0,P1,04/09/2022,Uberaba,MG,A
1043,1043.0,P1,04/09/2022,Alta Floresta D'Oeste,RO,B
1044,1044.0,P1,04/09/2022,São Luís,MA,B
1045,1045.0,P1,04/09/2022,Cipó,BA,A
1046,1046.0,P1,04/09/2022,Tanhaçu,BA,B
1047,1047.0,P1,04/09/2022,Indiavaí,MT,B
1048,1048.0,P1,04/09/2022,Rio de Janeiro,RJ,A
1049,1049.0,P1,04/09/2022,Nova Olinda do Norte,AM,A
1050,1050.0,P1,04/09/2022,Salinas da Margarida,BA,A
1051,1051.0,P1,04/09/2022,São Miguel Arcanjo,SP,A
1052,1052.0,P1,04/09/2022,Rio de Janeiro,RJ,A
1053,1053.0,P1,04/09/2022,Cabo Frio,RJ,A
1054,1054.0,P1,04/09/2022,Rio Branco,AC,B
1055,1055.0,P1,04/09/2022,Campinas,SP,B
1056,1056.0,P1,04/09/2022,Ipojuca,PE,A
1057,1057.0,P1,04/09/2022,Iaciara,GO,A
1058,1058.0,P1,04/09/2022,São Paulo,SP,A
1059,1059.0,P1,04/09/2022,Trairi,CE,B
1060,1060.0,P1,04/09/2022,São Simão,SP,B
1061,1061.0,P1,04/09/2022,Ariquemes,RO,B
1062,1062.0,P1,04/09/2022,Brasília,DF,B
1063,1063.0,P1,04/09/2022,Conceição do Lago-Açu,MA,B
1064,1064.0,P1,04/09/2022,São José dos Campos,SP,A
1065,1065.0,P1,04/09/2022,Paiçandu,PR,B
1066,1066.0,P1,04/09/2022,Macaé,RJ,A
1067,1067.0,P1,04/09/2022,Barcarena,PA,B
1068,1068.0,P1,04/09/2022,Curitiba,PR,B
1069,1069.0,P1,04/09/2022,Laranjal do Jari,AP,B
1070,1070.0,P1,04/09/2022,Capela,SE,A
1071,1071.0,P1,04/09/2022,Araguaína,TO,A
1072,1072.0,P1,04/09/2022,Macapá,AP,B
1073,1073.0,P1,04/09/2022,Boa Vista,RR,B
1074,1074.0,P1,04/09/2022,Corumbá,MS,B
1075,1075.0,P1,04/09/2022,Angra dos Reis,RJ,B
1076,1076.0,P1,04/09/2022,Maceió,AL,B
1077,1077.0,P1,04/09/2022,Palmas,TO,A
1078,1078.0,P1,04/09/2022,Pacaraima,RR,B
1079,1079.0,P1,04/09/2022,Serra Caiada,RN,A
1080,1080.0,P1,04/09/2022,Ourém,PA,A
1081,1081.0,P1,04/09/2022,Igrejinha,RS,B
1082,1082.0,P1,04/09/2022,Jundiaí,SP,A
1083,1083.0,P1,04/09/2022,Pirajuba,MG,A
1084,1084.0,P1,04/09/2022,Campestre,AL,A
1085,1085.0,P1,04/09/2022,Cachoeiro de Itapemirim,ES,A
1086,1086.0,P1,04/09/2022,Maceió,AL,A
1087,1087.0,P1,04/09/2022,Vila Valério,ES,B
1088,1088.0,P1,04/09/2022,Mossoró,RN,A
1089,1089.0,P1,04/09/2022,Biguaçu,SC,B
1090,1090.0,P1,04/09/2022,Brasília,DF,B
1091,1091.0,P1,04/09/2022,Cotriguaçu,MT,B
1092,1092.0,P1,04/09/2022,São João dos Patos,MA,B
1093,1093.0,P1,04/09/2022,Fortaleza,CE,A
1094,1094.0,P1,04/09/2022,Francisco Sá,MG,B
1095,1095.0,P1,04/09/2022,São João Batista,SC,B
1096,1096.0,P1,04/09/2022,Bezerros,PE,B
1097,1097.0,P1,04/09/2022,Penedo,AL,B
1098,1098.0,P1,04/09/2022,Monte das Gameleiras,RN,A
1099,1099.0,P1,04/09/2022,Canarana,BA,B
1100,1100.0,P1,04/09/2022,Sapopema,PR,A
1101,1101.0,P1,04/09/2022,Beneditinos,PI,A
1102,1102.0,P1,04/09/2022,Brasília,DF,B
1103,1103.0,P1,04/09/2022,Cacoal,RO,B
1104,1104.0,P1,04/09/2022,Maracaju,MS,A
1105,1105.0,P1,04/09/2022,Sonora,MS,B
1106,1106.0,P1,04/09/2022,Vera,MT,B
1107,1107.0,P1,04/09/2022,Ministro Andreazza,RO,B
1108,1108.0,P1,04/09/2022,Natal,RN,A
1109,1109.0,P1,04/09/2022,Ilhéus,BA,A
1110,1110.0,P1,04/09/2022,Suzano,SP,B
1111,1111.0,P1,04/09/2022,Santa Luzia,MG,B
1112,1112.0,P1,04/09/2022,São José das Palmeiras,PR,B
1113,1113.0,P1,04/09/2022,Porto Alegre,RS,B
1114,1114.0,P1,04/09/2022,Cuiabá,MT,B
1115,1115.0,P1,04/09/2022,Ipixuna,AM,B
1116,1116.0,P1,04/09/2022,Jericó,PB,B
1117,1117.0,P1,04/09/2022,Porto Walter,AC,B
1118,1118.0,P1,04/09/2022,Paragominas,PA,B
1119,1119.0,P1,04/09/2022,Tartarugalzinho,AP,B
1120,1120.0,P1,04/09/2022,Lago da Pedra,MA,B
1121,1121.0,P1,04/09/2022,Barcarena,PA,B
1122,1122.0,P1,04/09/2022,Silves,AM,A
1123,1123.0,P1,04/09/2022,Guarujá,SP,B
1124,1124.0,P1,04/09/2022,São Roque do Canaã,ES,A
1125,1125.0,P1,04/09/2022,Imbuia,SC,B
1126,1126.0,P1,04/09/2022,Ji-Paraná,RO,B
1127,1127.0,P1,04/09/2022,Tapauá,AM,B
1128,1128.0,P1,04/09/2022,Pimenta Bueno,RO,B
1129,1129.0,P1,04/09/2022,Pilar do Sul,SP,B
1130,1130.0,P1,04/09/2022,Brejo Grande do Araguaia,PA,A
1131,1131.0,P1,04/09/2022,Paulino Neves,MA,B
1132,1132.0,P1,04/09/2022,Araçás,BA,A
1133,1133.0,P1,04/09/2022,Cariacica,ES,B
1134,1134.0,P1,04/09/2022,Mata Verde,MG,B
1135,1135.0,P1,04/09/2022,Salinas da Margarida,BA,B
1136,1136.0,P1,04/09/2022,Governador Lindenberg,ES,A
1137,1137.0,P1,04/09/2022,Augustinópolis,TO,B
1138,1138.0,P1,04/09/2022,Jaguariúna,SP,A
1139,1139.0,P1,04/09/2022,Tabaporã,MT,B
1140,1140.0,P1,04/09/2022,Natal,RN,A
1141,1141.0,P1,04/09/2022,Canudos,BA,A
1142,1142.0,P1,04/09/2022,Conceição do Pará,MG,B
1143,1143.0,P1,04/09/2022,São Bento do Una,PE,B
1144,1144.0,P1,04/09/2022,Porto Alegre,RS,B
1145,1145.0,P1,04/09/2022,Ponto Belo,ES,B
1146,1146.0,P1,04/09/2022,Ipecaetá,BA,B
1147,1147.0,P1,04/09/2022,Porto Walter,AC,B
1148,1148.0,P1,04/09/2022,Carinhanha,BA,A
1149,1149.0,P1,04/09/2022,Monções,SP,A
1150,1150.0,P1,04/09/2022,Malta,PB,A
1151,1151.0,P1,04/09/2022,Caiuá,SP,B
1152,1152.0,P1,04/09/2022,Feijó,AC,B
1153,1153.0,P1,04/09/2022,Girau do Ponciano,AL,A
1154,1154.0,P1,04/09/2022,Macapá,AP,A
1155,1155.0,P1,04/09/2022,Limoeiro de Anadia,AL,B
1156,1156.0,P1,04/09/2022,Catuípe,RS,A
1157,1157.0,P1,04/09/2022,Acará,PA,A
1158,1158.0,P1,04/09/2022,#N/D,#N/D,#N/D
1159,1159.0,P1,04/09/2022,São Miguel Arcanjo,SP,A
1160,1160.0,P1,04/09/2022,Santa Inês,MA,A
1161,1161.0,P1,04/09/2022,Natal,RN,A
1162,1162.0,P1,04/09/2022,Rio Branco,AC,A
1163,1163.0,P1,04/09/2022,Imperatriz,MA,A
1164,1164.0,P1,04/09/2022,Goianésia,GO,B
1165,1165.0,P1,04/09/2022,Palmeira dos Índios,AL,A
1166,1166.0,P1,04/09/2022,Porto Velho,RO,B
1167,1167.0,P1,04/09/2022,Alto Alegre,RR,B
1168,1168.0,P1,04/09/2022,Olho d'Água,PB,A
1169,1169.0,P1,04/09/2022,Arneiroz,CE,B
1170,1170.0,P1,04/09/2022,Brasília,DF,A
1171,1171.0,P1,04/09/2022,Caiçara do Rio do Vento,RN,A
1172,1172.0,P1,04/09/2022,Conceição do Rio Verde,MG,A
1173,1173.0,P1,04/09/2022,Batatais,SP,A
1174,1174.0,P1,04/09/2022,Marabá,PA,A
1175,1175.0,P1,04/09/2022,São José do Rio Preto,SP,B
1176,1176.0,P1,04/09/2022,Rio Crespo,RO,B
1177,1177.0,P1,04/09/2022,Garanhuns,PE,A
1178,1178.0,P1,04/09/2022,Olinda,PE,A
1179,1179.0,P1,04/09/2022,Orlândia,SP,A
1180,1180.0,P1,04/09/2022,São Miguel Arcanjo,SP,B
1181,1181.0,P1,04/09/2022,Nova Iguaçu,RJ,A
1182,1182.0,P1,04/09/2022,Lagoa dos Patos,MG,B
1183,1183.0,P1,04/09/2022,Curral de Cima,PB,A
1184,1184.0,P1,04/09/2022,Brasília,DF,A
1185,1185.0,P1,04/09/2022,Caraguatatuba,SP,B
1186,1186.0,P1,04/09/2022,Ibiraci,MG,A
1187,1187.0,P1,04/09/2022,Areal,RJ,B
1188,1188.0,P1,04/09/2022,Alto Alegre,RR,B
1189,1189.0,P1,04/09/2022,Baixo Guandu,ES,A
1190,1190.0,P1,04/09/2022,Araújos,MG,A
1191,1191.0,P1,04/09/2022,Ouro Fino,MG,B
1192,1192.0,P1,04/09/2022,Calumbi,PE,B
1193,1193.0,P1,04/09/2022,Nova Andradina,MS,B
1194,1194.0,P1,04/09/2022,Orós,CE,A
1195,1195.0,P1,04/09/2022,Macapá,AP,A
1196,1196.0,P1,04/09/2022,Carpina,PE,A
1197,1197.0,P1,04/09/2022,Santana da Boa Vista,RS,B
1198,1198.0,P1,04/09/2022,São Miguel Arcanjo,SP,B
1199,1199.0,P1,04/09/2022,Natal,RN,A
1200,1200.0,P1,04/09/2022,Urussanga,SC,B
1201,1201.0,P1,04/09/2022,Fartura,SP,A
1202,1202.0,P1,04/09/2022,Clevelândia,PR,B
1203,1203.0,P1,04/09/2022,Granito,PE,A
1204,1204.0,P1,04/09/2022,São Miguel Arcanjo,SP,A
1205,1205.0,P1,04/09/2022,Cametá,PA,A
1206,1206.0,P1,04/09/2022,Brasília,DF,B
1207,1207.0,P1,04/09/2022,Rio das Ostras,RJ,A
1208,1208.0,P1,04/09/2022,Ponte Alta do Tocantins,TO,B
1209,1209.0,P1,04/09/2022,Manaquiri,AM,B
1210,1210.0,P1,04/09/2022,Campo Grande,MS,A
1211,1211.0,P1,04/09/2022,Campo Grande,MS,B
1212,1212.0,P1,04/09/2022,Limoeiro de Anadia,AL,B
1213,1213.0,P1,04/09/2022,Barão de Cocais,MG,A
1214,1214.0,P1,04/09/2022,Itaquitinga,PE,A
1215,1215.0,P1,04/09/2022,João Pessoa,PB,B
1216,1216.0,P1,04/09/2022,Douradina,MS,B
1217,1217.0,P1,04/09/2022,Pau dos Ferros,RN,B
1218,1218.0,P1,04/09/2022,São Francisco de Assis,RS,B
1219,1219.0,P1,04/09/2022,São Pedro do Ivaí,PR,B
1220,1220.0,P1,04/09/2022,Nova América da Colina,PR,B
1221,1221.0,P1,04/09/2022,Lençóis Paulista,SP,A
1222,1222.0,P1,04/09/2022,Princesa Isabel,PB,A
1223,1223.0,P1,04/09/2022,Fortaleza,CE,A
1224,1224.0,P1,04/09/2022,Cidade Ocidental,GO,B
1225,1225.0,P1,04/09/2022,Orós,CE,A
1226,1226.0,P1,04/09/2022,Caiabu,SP,B
1227,1227.0,P1,04/09/2022,São Joaquim,SC,A
1228,1228.0,P1,04/09/2022,São Paulo,SP,A
1229,1229.0,P1,04/09/2022,Goianésia,GO,B
1230,1230.0,P1,04/09/2022,São José dos Basílios,MA,A
1231,1231.0,P1,04/09/2022,Brasília de Minas,MG,B
1232,1232.0,P1,04/09/2022,Aiquara,BA,B
1233,1233.0,P1,04/09/2022,Mineiros,GO,B
1234,1234.0,P1,04/09/2022,Joaçaba,SC,B
1235,1235.0,P1,04/09/2022,Itaboraí,RJ,B
1236,1236.0,P1,04/09/2022,Bom Jesus do Itabapoana,RJ,B
1237,1237.0,P1,04/09/2022,Belém,PA,B
1238,1238.0,P1,04/09/2022,Bom Jesus do Amparo,MG,B
1239,1239.0,P1,04/09/2022,Belo Horizonte,MG,B
1240,1240.0,P1,04/09/2022,São Miguel Arcanjo,SP,A
1241,1241.0,P1,04/09/2022,Iguaí,BA,A
1242,1242.0,P1,04/09/2022,Niterói,RJ,B
1243,1243.0,P1,04/09/2022,Porto Walter,AC,B
1244,1244.0,P1,04/09/2022,Goiânia,GO,B
1245,1245.0,P1,04/09/2022,Mossoró,RN,A
1246,1246.0,P1,04/09/2022,Porto Walter,AC,B
1247,1247.0,P1,04/09/2022,Capanema,PR,A
1248,1248.0,P1,04/09/2022,Primavera do Leste,MT,A
1249,1249.0,P1,04/09/2022,Medianeira,PR,B
1250,1250.0,P1,04/09/2022,Vitória,ES,B
1251,1251.0,P1,04/09/2022,Marília,SP,A
1252,1252.0,P1,04/09/2022,Laranjal do Jari,AP,B
1253,1253.0,P1,04/09/2022,Manaus,AM,A
1254,1254.0,P1,04/09/2022,Blumenau,SC,B
1255,1255.0,P1,04/09/2022,Rio Quente,GO,A
1256,1256.0,P1,04/09/2022,Manaquiri,AM,B
1257,1257.0,P1,04/09/2022,Ibititá,BA,A
1258,1258.0,P1,04/09/2022,São Sebastião do Paraíso,MG,A
1259,1259.0,P1,04/09/2022,Itaíba,PE,B
1260,1260.0,P1,04/09/2022,Ipixuna do Pará,PA,A
1261,1261.0,P1,04/09/2022,Anajás,PA,B
1262,1262.0,P1,04/09/2022,Manaquiri,AM,B
1263,1263.0,P1,04/09/2022,Ouro Fino,MG,B
1264,1264.0,P1,04/09/2022,Cotriguaçu,MT,B
1265,1265.0,P1,04/09/2022,Tibagi,PR,B
1266,1266.0,P1,04/09/2022,Nova Alvorada do Sul,MS,B
1267,1267.0,P1,04/09/2022,Santo Augusto,RS,B
1268,1268.0,P1,04/09/2022,Xapuri,AC,B
1269,1269.0,P1,04/09/2022,Brasília,DF,A
1270,1270.0,P1,04/09/2022,Ipupiara,BA,A
1271,1271.0,P1,04/09/2022,Limoeiro de Anadia,AL,A
1272,1272.0,P1,04/09/2022,Belém,PA,A
1273,1273.0,P1,04/09/2022,São Miguel Arcanjo,SP,B
1274,1274.0,P1,04/09/2022,Cabo de Santo Agostinho,PE,B
1275,1275.0,P1,04/09/2022,Laranjeiras,SE,A
1276,1276.0,P1,04/09/2022,Conceição da Barra de Minas,MG,B
1277,1277.0,P1,04/09/2022,Guaçuí,ES,B
1278,1278.0,P1,04/09/2022,Alto Alegre dos Parecis,RO,B
1279,1279.0,P1,04/09/2022,Trindade,GO,B
1280,1280.0,P1,04/09/2022,Feliz Natal,MT,B
1281,1281.0,P1,04/09/2022,Sertãozinho,SP,A
1282,1282.0,P1,04/09/2022,Campinas,SP,B
1283,1283.0,P1,04/09/2022,Macapá,AP,A
1284,1284.0,P1,04/09/2022,Banzaê,BA,A
1285,1285.0,P1,04/09/2022,São José dos Basílios,MA,B
1286,1286.0,P1,04/09/2022,Trombudo Central,SC,B
1287,1287.0,P1,04/09/2022,Rio Branco,AC,A
1288,1288.0,P1,04/09/2022,Cafarnaum,BA,A
1289,1289.0,P1,04/09/2022,Porto Feliz,SP,B
1290,1290.0,P1,04/09/2022,Salvador,BA,B
1291,1291.0,P1,04/09/2022,Rolim de Moura,RO,A
1292,1292.0,P1,04/09/2022,Nova Canaã do Norte,MT,B
1293,1293.0,P1,04/09/2022,Brasília,DF,B
1294,1294.0,P1,04/09/2022,Brasília,DF,B
1295,1295.0,P1,04/09/2022,Goiânia,GO,A
1296,1296.0,P1,04/09/2022,Sairé,PE,A
1297,1297.0,P1,04/09/2022,Doutor Severiano,RN,A
1298,1298.0,P1,04/09/2022,Limoeiro de Anadia,AL,A
1299,1299.0,P1,04/09/2022,Santa Albertina,SP,A
1300,1300.0,P1,04/09/2022,Fortaleza,CE,B
1301,1301.0,P1,04/09/2022,Belmiro Braga,MG,A
1302,1302.0,P1,04/09/2022,Alto Alegre dos Parecis,RO,B
1303,1303.0,P1,04/09/2022,Visconde do Rio Branco,MG,A
1304,1304.0,P1,04/09/2022,Riachinho,TO,B
1305,1305.0,P1,04/09/2022,Santo Antônio do Leverger,MT,A
1306,1306.0,P1,04/09/2022,Augustinópolis,TO,A
1307,1307.0,P1,04/09/2022,Brasília,DF,B
1308,1308.0,P1,04/09/2022,São Miguel Arcanjo,SP,B
1309,1309.0,P1,04/09/2022,São José do Vale do Rio Preto,RJ,A
1310,1310.0,P1,04/09/2022,Jerônimo Monteiro,ES,A
1311,1311.0,P1,04/09/2022,Palmas de Monte Alto,BA,A
1312,1312.0,P1,04/09/2022,Rio do Fogo,RN,A
1313,1313.0,P1,04/09/2022,Serra,ES,B
1314,1314.0,P1,04/09/2022,Ilha das Flores,SE,A
1315,1315.0,P1,04/09/2022,Jacareí,SP,B
1316,1316.0,P1,04/09/2022,Vitória do Mearim,MA,B
1317,1317.0,P1,04/09/2022,Rio Branco,AC,B
1318,1318.0,P1,04/09/2022,Florínea,SP,A
1319,1319.0,P1,04/09/2022,Brasília,DF,B
1320,1320.0,P1,04/09/2022,Piracicaba,SP,B
1321,1321.0,P1,04/09/2022,Laranjal do Jari,AP,B
1322,1322.0,P1,04/09/2022,Salinas da Margarida,BA,A
1323,1323.0,P1,04/09/2022,Camapuã,MS,A
1324,1324.0,P1,04/09/2022,Petrópolis,RJ,B
1325,1325.0,P1,04/09/2022,Itapecuru Mirim,MA,B
1326,1326.0,P1,04/09/2022,Brasília,DF,B
1327,1327.0,P1,04/09/2022,Rondonópolis,MT,B
1328,1328.0,P1,04/09/2022,Ribeirão Pires,SP,A
1329,1329.0,P1,04/09/2022,São Sebastião do Anta,MG,A
1330,1330.0,P1,04/09/2022,Palmas,TO,B
1331,1331.0,P1,04/09/2022,Arapiraca,AL,A
1332,1332.0,P1,04/09/2022,Inhangapi,PA,B
1333,1333.0,P1,04/09/2022,Francisco Alves,PR,A
1334,1334.0,P1,04/09/2022,Lagarto,SE,A
1335,1335.0,P1,04/09/2022,Alto Alegre,RR,A
1336,1336.0,P1,04/09/2022,Faxinalzinho,RS,B
1337,1337.0,P1,04/09/2022,Araquari,SC,A
1338,1338.0,P1,04/09/2022,Camalaú,PB,B
1339,1339.0,P1,04/09/2022,Monsenhor Gil,PI,A
1340,1340.0,P1,04/09/2022,Manaus,AM,A
1341,1341.0,P1,04/09/2022,Canoinhas,SC,B
1342,1342.0,P1,04/09/2022,Tanque do Piauí,PI,A
1343,1343.0,P1,04/09/2022,Divinópolis de Goiás,GO,B
1344,1344.0,P1,04/09/2022,Formosa do Oeste,PR,B
1345,1345.0,P1,04/09/2022,Campo Limpo Paulista,SP,A
1346,1346.0,P1,04/09/2022,Igarapé Grande,MA,A
1347,1347.0,P1,04/09/2022,Iramaia,BA,B
1348,1348.0,P1,04/09/2022,Caiçara,PB,A
1349,1349.0,P1,04/09/2022,Ipatinga,MG,B
1350,1350.0,P1,04/09/2022,Palmas,TO,A
1351,1351.0,P1,04/09/2022,Santa Luzia do Paruá,MA,A
1352,1352.0,P1,04/09/2022,São Paulo,SP,B
1353,1353.0,P1,04/09/2022,Guajará-Mirim,RO,B
1354,1354.0,P1,04/09/2022,Humaitá,AM,B
1355,1355.0,P1,04/09/2022,Flor do Sertão,SC,B
1356,1356.0,P1,04/09/2022,Canela,RS,B
1357,1357.0,P1,04/09/2022,Quaraí,RS,A
1358,1358.0,P1,04/09/2022,Boa Vista,RR,B
1359,1359.0,P1,04/09/2022,Pimenta Bueno,RO,B
1360,1360.0,P1,04/09/2022,Campo Maior,PI,A
1361,1361.0,P1,04/09/2022,Boa Vista do Tupim,BA,A
1362,1362.0,P1,04/09/2022,Limeira,SP,A
1363,1363.0,P1,04/09/2022,Araguaína,TO,A
1364,1364.0,P1,04/09/2022,Araguatins,TO,A
1365,1365.0,P1,04/09/2022,Tanque do Piauí,PI,A
1366,1366.0,P1,04/09/2022,Barão de Grajaú,MA,A
1367,1367.0,P1,04/09/2022,Irati,PR,B
1368,1368.0,P1,04/09/2022,Rio de Janeiro,RJ,A
1369,1369.0,P1,04/09/2022,Canaã,MG,A
1370,1370.0,P1,04/09/2022,Rio Quente,GO,A
1371,1371.0,P1,04/09/2022,Brasília,DF,A
1372,1372.0,P1,04/09/2022,Luís Domingues,MA,B
1373,1373.0,P1,04/09/2022,Candeias,BA,B
1374,1374.0,P1,04/09/2022,Bonito de Santa Fé,PB,B
1375,1375.0,P1,04/09/2022,São Bento do Sapucaí,SP,A
1376,1376.0,P1,04/09/2022,Camapuã,MS,A
1377,1377.0,P1,04/09/2022,São Miguel Arcanjo,SP,A
1378,1378.0,P1,04/09/2022,Posse,GO,B
1379,1379.0,P1,04/09/2022,Anápolis,GO,B
1380,1380.0,P1,04/09/2022,Hortolândia,SP,A
1381,1381.0,P1,04/09/2022,Avelino Lopes,PI,B
1382,1382.0,P1,04/09/2022,Jericó,PB,B
1383,1383.0,P1,04/09/2022,Vila Velha,ES,B
1384,1384.0,P1,04/09/2022,São José da Laje,AL,A
1385,1385.0,P1,04/09/2022,Brasília,DF,B
1386,1386.0,P1,04/09/2022,Tabaporã,MT,B
1387,1387.0,P1,04/09/2022,Rio de Janeiro,RJ,B
1388,1388.0,P1,04/09/2022,Serra,ES,B
1389,1389.0,P1,04/09/2022,Acopiara,CE,A
1390,1390.0,P1,04/09/2022,Catuípe,RS,B
1391,1391.0,P1,04/09/2022,São Miguel Arcanjo,SP,A
1392,1392.0,P1,04/09/2022,Várzea Alegre,CE,A
1393,1393.0,P1,04/09/2022,Conceição de Ipanema,MG,B
1394,1394.0,P1,04/09/2022,Manaquiri,AM,B
1395,1395.0,P1,04/09/2022,São João de Meriti,RJ,B
1396,1396.0,P1,04/09/2022,Porto Velho,RO,B
1397,1397.0,P1,04/09/2022,Amorinópolis,GO,B
1398,1398.0,P1,04/09/2022,Belém,PA,A
1399,1399.0,P1,04/09/2022,Canoinhas,SC,A
1400,1400.0,P1,04/09/2022,Campinas,SP,A
1401,1401.0,P1,04/09/2022,Silveiras,SP,B
1402,1402.0,P1,04/09/2022,Nossa Senhora do Livramento,MT,A
1403,1403.0,P1,04/09/2022,Barra dos Coqueiros,SE,A
1404,1404.0,P1,04/09/2022,Santa Rita do Sapucaí,MG,B
1405,1405.0,P1,04/09/2022,Santa Inês,PB,B
1406,1406.0,P1,04/09/2022,Aracaju,SE,A
1407,1407.0,P1,04/09/2022,Brasília,DF,B
1408,1408.0,P1,04/09/2022,São Paulo,SP,A
1409,1409.0,P1,04/09/2022,Ribas do Rio Pardo,MS,B
1410,1410.0,P1,04/09/2022,Pilão Arcado,BA,A
1411,1411.0,P1,04/09/2022,São Domingos do Norte,ES,B
1412,1412.0,P1,04/09/2022,São Gabriel da Cachoeira,AM,B
1413,1413.0,P1,04/09/2022,Forquilha,CE,A
1414,1414.0,P1,04/09/2022,Ji-Paraná,RO,A
1415,1415.0,P1,04/09/2022,Cáceres,MT,B
1416,1416.0,P1,04/09/2022,Rio de Janeiro,RJ,B
1417,1417.0,P1,04/09/2022,Forquilha,CE,A
1418,1418.0,P1,04/09/2022,Mossoró,RN,A
1419,1419.0,P1,04/09/2022,Boqueirão do Piauí,PI,A
1420,1420.0,P1,04/09/2022,Laranjal do Jari,AP,B
1421,1421.0,P1,04/09/2022,Guajará,AM,B
1422,1422.0,P1,04/09/2022,Cabedelo,PB,B
1423,1423.0,P1,04/09/2022,Camapuã,MS,A
1424,1424.0,P1,04/09/2022,Amajari,RR,B
1425,1425.0,P1,04/09/2022,Pedrinhas Paulista,SP,B
1426,1426.0,P1,04/09/2022,Jacundá,PA,A
1427,1427.0,P1,04/09/2022,Tarauacá,AC,A
1428,1428.0,P1,04/09/2022,São José do Calçado,ES,B
1429,1429.0,P1,04/09/2022,Caiçara,PB,A
1430,1430.0,P1,04/09/2022,São Luiz,RR,B
1431,1431.0,P1,04/09/2022,Mossoró,RN,A
1432,1432.0,P1,04/09/2022,Pracuúba,AP,A
1433,1433.0,P1,04/09/2022,Silves,AM,B
1434,1434.0,P1,04/09/2022,São Paulo,SP,A
1435,1435.0,P1,04/09/2022,Canindé de São Francisco,SE,B
1436,1436.0,P1,04/09/2022,Barra Longa,MG,B
1437,1437.0,P1,04/09/2022,Pimenta Bueno,RO,B
