ID_PESQUISA;DATA_PESQUISA;MUNICÍPIO;ESTADO;INTENÇÃO DE VOTO
P3;18/09/2022;Indaial;SC;A
P3;18/09/2022;Ceará-Mirim;RN;B
P3;18/09/2022;Goianésia;GO;B
P3;18/09/2022;Calçoene;AP;A
P3;18/09/2022;São Gabriel da Cachoeira;AM;B
P3;18/09/2022;Tesouro;MT;B
P3;18/09/2022;Equador;RN;B
P3;18/09/2022;Catuípe;RS;A
P3;18/09/2022;Camapuã;MS;B
P3;18/09/2022;Campo do Meio;MG;B
P3;18/09/2022;Crato;CE;B
P3;18/09/2022;São Sebastião;AL;B
P3;18/09/2022;Santa Leopoldina;ES;A
P3;18/09/2022;Alto Feliz;RS;A
P3;18/09/2022;Buritis;RO;B
P3;18/09/2022;Santa Juliana;MG;B
P3;18/09/2022;Teresina;PI;A
P3;18/09/2022;Guajará-Mirim;RO;B
P3;18/09/2022;Brasília;DF;A
P3;18/09/2022;Fortaleza;CE;A
P3;18/09/2022;Paraíso do Tocantins;TO;A
P3;18/09/2022;Araguaína;TO;B
P3;18/09/2022;Horizonte;CE;A
P3;18/09/2022;Portão;RS;B
P3;18/09/2022;Paramirim;BA;B
P3;18/09/2022;Blumenau;SC;B
P3;18/09/2022;São Luiz;RR;A
P3;18/09/2022;Cambé;PR;A
P3;18/09/2022;São Luís;MA;A
P3;18/09/2022;Santos Dumont;MG;A
P3;18/09/2022;Salvaterra;PA;B
P3;18/09/2022;Timbaúba dos Batistas;RN;B
P3;18/09/2022;Murici;AL;A
P3;18/09/2022;Porto Walter;AC;A
P3;18/09/2022;Boa Vista;RR;B
P3;18/09/2022;Londrina;PR;A
P3;18/09/2022;Corumbá;MS;B
P3;18/09/2022;Parnaíba;PI;A
P3;18/09/2022;Patu;RN;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Jutaí;AM;A
P3;18/09/2022;Assis Chateaubriand;PR;B
P3;18/09/2022;Rio Branco;AC;B
P3;18/09/2022;Jacobina;BA;A
P3;18/09/2022;Recife;PE;A
P3;18/09/2022;Timbiras;MA;A
P3;18/09/2022;Laranjal do Jari;AP;B
P3;18/09/2022;Campina do Monte Alegre;SP;A
P3;18/09/2022;São José do Campestre;RN;A
P3;18/09/2022;Frei Inocêncio;MG;A
P3;18/09/2022;Ipojuca;PE;A
P3;18/09/2022;Plácido de Castro;AC;A
P3;18/09/2022;Portel;PA;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Tanque do Piauí;PI;A
P3;18/09/2022;São Miguel Arcanjo;SP;B
P3;18/09/2022;Três Marias;MG;A
P3;18/09/2022;São Miguel Arcanjo;SP;B
P3;18/09/2022;Araputanga;MT;A
P3;18/09/2022;Dois Irmãos do Tocantins;TO;A
P3;18/09/2022;Timbó;SC;B
P3;18/09/2022;Ilha das Flores;SE;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Lagoa de Dentro;PB;A
P3;18/09/2022;Araguaína;TO;A
P3;18/09/2022;Serra Nova Dourada;MT;B
P3;18/09/2022;Salinas da Margarida;BA;A
P3;18/09/2022;Brejo Santo;CE;A
P3;18/09/2022;Ivoti;RS;B
P3;18/09/2022;Caracaraí;RR;A
P3;18/09/2022;Pacatuba;CE;A
P3;18/09/2022;Cidade Ocidental;GO;A
P3;18/09/2022;Uberaba;MG;A
P3;18/09/2022;Campo Grande;MS;B
P3;18/09/2022;Cotriguaçu;MT;A
P3;18/09/2022;São Miguel Arcanjo;SP;B
P3;18/09/2022;Tabatinga;AM;A
P3;18/09/2022;Anajás;PA;B
P3;18/09/2022;Boa Vista;RR;A
P3;18/09/2022;Rodelas;BA;B
P3;18/09/2022;Teresina;PI;A
P3;18/09/2022;São Salvador do Tocantins;TO;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Ponte Branca;MT;B
P3;18/09/2022;Pará de Minas;MG;A
P3;18/09/2022;Pedro Gomes;MS;A
P3;18/09/2022;Maringá;PR;B
P3;18/09/2022;São Luís Gonzaga do Maranhão;MA;A
P3;18/09/2022;Porto Walter;AC;B
P3;18/09/2022;Palmas;TO;A
P3;18/09/2022;Goianésia;GO;A
P3;18/09/2022;Três Cachoeiras;RS;B
P3;18/09/2022;Massapê do Piauí;PI;A
P3;18/09/2022;Itumirim;MG;A
P3;18/09/2022;Mata Grande;AL;B
P3;18/09/2022;Boa Vista;RR;A
P3;18/09/2022;Itiquira;MT;B
P3;18/09/2022;Aparecida de Goiânia;GO;B
P3;18/09/2022;Vermelho Novo;MG;B
P3;18/09/2022;Belém;PA;A
P3;18/09/2022;Carpina;PE;A
P3;18/09/2022;Brasília;DF;A
P3;18/09/2022;Buritis;RO;B
P3;18/09/2022;Ribeira do Pombal;BA;B
P3;18/09/2022;Foz do Iguaçu;PR;A
P3;18/09/2022;Flor do Sertão;SC;B
P3;18/09/2022;Maceió;AL;A
P3;18/09/2022;São José do Campestre;RN;A
P3;18/09/2022;Uberaba;MG;B
P3;18/09/2022;Vitória do Mearim;MA;B
P3;18/09/2022;Limoeiro de Anadia;AL;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Monte Alegre;PA;A
P3;18/09/2022;Centro Novo do Maranhão;MA;A
P3;18/09/2022;Portel;PA;B
P3;18/09/2022;Magalhães Barata;PA;B
P3;18/09/2022;Emas;PB;A
P3;18/09/2022;Mococa;SP;A
P3;18/09/2022;Serra Dourada;BA;B
P3;18/09/2022;Campos Novos;SC;B
P3;18/09/2022;Santana da Boa Vista;RS;B
P3;18/09/2022;Fortaleza;CE;A
P3;18/09/2022;Goianésia;GO;A
P3;18/09/2022;São Domingos do Norte;ES;B
P3;18/09/2022;Feira da Mata;BA;A
P3;18/09/2022;Manaquiri;AM;A
P3;18/09/2022;Porciúncula;RJ;B
P3;18/09/2022;Porto Walter;AC;B
P3;18/09/2022;Sena Madureira;AC;A
P3;18/09/2022;Canoinhas;SC;A
P3;18/09/2022;Porto do Mangue;RN;B
P3;18/09/2022;Parnaíba;PI;B
P3;18/09/2022;Baixa Grande;BA;A
P3;18/09/2022;Laranjeiras;SE;A
P3;18/09/2022;Japeri;RJ;A
P3;18/09/2022;Espigão D'Oeste;RO;B
P3;18/09/2022;Serro;MG;B
P3;18/09/2022;Paraibano;MA;A
P3;18/09/2022;Belo Horizonte;MG;A
P3;18/09/2022;Parnaíba;PI;A
P3;18/09/2022;Brusque;SC;A
P3;18/09/2022;Teresina;PI;A
P3;18/09/2022;São Gonçalo;RJ;A
P3;18/09/2022;Guaraí;TO;A
P3;18/09/2022;Alto Alegre;RR;B
P3;18/09/2022;Maceió;AL;A
P3;18/09/2022;Arapiraca;AL;A
P3;18/09/2022;São João da Baliza;RR;B
P3;18/09/2022;Coruripe;AL;A
P3;18/09/2022;Manaquiri;AM;B
P3;18/09/2022;Campo Grande;MS;A
P3;18/09/2022;Manaquiri;AM;B
P3;18/09/2022;Alto Alegre;RR;B
P3;18/09/2022;Barra de São Miguel;AL;B
P3;18/09/2022;Araçariguama;SP;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Almirante Tamandaré;PR;B
P3;18/09/2022;Planaltina;GO;B
P3;18/09/2022;Cariacica;ES;B
P3;18/09/2022;Rio Branco;AC;B
P3;18/09/2022;Itaquitinga;PE;B
P3;18/09/2022;Machados;PE;B
P3;18/09/2022;Rio Fortuna;SC;B
P3;18/09/2022;Talismã;TO;B
P3;18/09/2022;Sobradinho;RS;A
P3;18/09/2022;Itaporã do Tocantins;TO;B
P3;18/09/2022;Abaré;BA;A
P3;18/09/2022;Loreto;MA;B
P3;18/09/2022;Camapuã;MS;A
P3;18/09/2022;Mococa;SP;A
P3;18/09/2022;Aquidabã;SE;A
P3;18/09/2022;São João da Baliza;RR;B
P3;18/09/2022;São Mateus;ES;B
P3;18/09/2022;Santo Antônio do Descoberto;GO;A
P3;18/09/2022;Boa Vista;RR;A
P3;18/09/2022;Água Limpa;GO;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Iomerê;SC;B
P3;18/09/2022;Salvador;BA;B
P3;18/09/2022;Macapá;AP;A
P3;18/09/2022;Ribeirão;PE;A
P3;18/09/2022;Igrejinha;RS;A
P3;18/09/2022;Aroazes;PI;A
P3;18/09/2022;São José dos Basílios;MA;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Caucaia;CE;B
P3;18/09/2022;Boa Vista do Gurupi;MA;A
P3;18/09/2022;Xanxerê;SC;A
P3;18/09/2022;Três Ranchos;GO;A
P3;18/09/2022;São Miguel Arcanjo;SP;B
P3;18/09/2022;Ingá;PB;A
P3;18/09/2022;Manaquiri;AM;A
P3;18/09/2022;Epitaciolândia;AC;A
P3;18/09/2022;Bom Conselho;PE;A
P3;18/09/2022;Chapada da Natividade;TO;A
P3;18/09/2022;Urutaí;GO;B
P3;18/09/2022;Guarujá;SP;B
P3;18/09/2022;São Miguel do Guaporé;RO;A
P3;18/09/2022;Riachão do Dantas;SE;A
P3;18/09/2022;Jandaia;GO;A
P3;18/09/2022;Riachinho;TO;A
P3;18/09/2022;São Domingos do Azeitão;MA;A
P3;18/09/2022;Belém;PA;A
P3;18/09/2022;Santa Rosa de Lima;SC;B
P3;18/09/2022;Pontal do Araguaia;MT;A
P3;18/09/2022;Campo Grande;MS;B
P3;18/09/2022;Juruti;PA;A
P3;18/09/2022;Cáceres;MT;B
P3;18/09/2022;São Miguel Arcanjo;SP;B
P3;18/09/2022;Guaiúba;CE;A
P3;18/09/2022;Santa Carmem;MT;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Flor do Sertão;SC;A
P3;18/09/2022;Santa Rosa do Purus;AC;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Careiro;AM;B
P3;18/09/2022;Coqueiro Seco;AL;B
P3;18/09/2022;Rio Verde;GO;B
P3;18/09/2022;Manaus;AM;A
P3;18/09/2022;Piên;PR;B
P3;18/09/2022;Forquilha;CE;A
P3;18/09/2022;Laranjal do Jari;AP;B
P3;18/09/2022;Rio Bananal;ES;B
P3;18/09/2022;Teófilo Otoni;MG;B
P3;18/09/2022;São José do Xingu;MT;B
P3;18/09/2022;Araguainha;MT;B
P3;18/09/2022;Várzea Nova;BA;B
P3;18/09/2022;Rondolândia;MT;B
P3;18/09/2022;Anguera;BA;A
P3;18/09/2022;Minador do Negrão;AL;A
P3;18/09/2022;Tefé;AM;B
P3;18/09/2022;Araújos;MG;B
P3;18/09/2022;Campo Formoso;BA;B
P3;18/09/2022;Luís Domingues;MA;A
P3;18/09/2022;Porto Walter;AC;B
P3;18/09/2022;São Paulo;SP;B
P3;18/09/2022;Canguçu;RS;A
P3;18/09/2022;Biguaçu;SC;B
P3;18/09/2022;São José dos Ramos;PB;A
P3;18/09/2022;Ipueiras;TO;A
P3;18/09/2022;Limoeiro de Anadia;AL;A
P3;18/09/2022;Nova Londrina;PR;B
P3;18/09/2022;Bela Cruz;CE;A
P3;18/09/2022;Itupeva;SP;B
P3;18/09/2022;Laranjal do Jari;AP;A
P3;18/09/2022;Itaporanga d'Ajuda;SE;A
P3;18/09/2022;Teodoro Sampaio;SP;B
P3;18/09/2022;Santa Rita;PB;B
P3;18/09/2022;Pacaraima;RR;B
P3;18/09/2022;Sena Madureira;AC;B
P3;18/09/2022;Açu;RN;A
P3;18/09/2022;Maracanã;PA;A
P3;18/09/2022;Limoeiro de Anadia;AL;A
P3;18/09/2022;São José de Mipibu;RN;B
P3;18/09/2022;Quatro Pontes;PR;B
P3;18/09/2022;Belo Horizonte;MG;A
P3;18/09/2022;Campo Grande;MS;A
P3;18/09/2022;Pimenta Bueno;RO;B
P3;18/09/2022;Matinhas;PB;B
P3;18/09/2022;Correia Pinto;SC;B
P3;18/09/2022;Iracema;RR;A
P3;18/09/2022;Igarapé-Açu;PA;A
P3;18/09/2022;Talismã;TO;A
P3;18/09/2022;Alto Alegre;RR;A
P3;18/09/2022;Itabi;SE;A
P3;18/09/2022;Belmiro Braga;MG;B
P3;18/09/2022;Camaçari;BA;A
P3;18/09/2022;Iracema;CE;B
P3;18/09/2022;Campo Alegre do Fidalgo;PI;A
P3;18/09/2022;Pacatuba;SE;A
P3;18/09/2022;Bom Jesus;PB;B
P3;18/09/2022;Cidade Ocidental;GO;B
P3;18/09/2022;São Miguel Arcanjo;SP;B
P3;18/09/2022;Laranjal do Jari;AP;B
P3;18/09/2022;Major Vieira;SC;B
P3;18/09/2022;Pedra Branca do Amapari;AP;A
P3;18/09/2022;Buriti;MA;B
P3;18/09/2022;Ubaíra;BA;B
P3;18/09/2022;Manaquiri;AM;B
P3;18/09/2022;Brasília;DF;A
P3;18/09/2022;Aquidabã;SE;B
P3;18/09/2022;Virgem da Lapa;MG;A
P3;18/09/2022;Criciúma;SC;A
P3;18/09/2022;Rio Branco;AC;B
P3;18/09/2022;São Luís do Quitunde;AL;A
P3;18/09/2022;Laranjal do Jari;AP;B
P3;18/09/2022;Itaipava do Grajaú;MA;A
P3;18/09/2022;Forquilha;CE;B
P3;18/09/2022;São José da Laje;AL;B
P3;18/09/2022;São Sebastião do Umbuzeiro;PB;B
P3;18/09/2022;Quixaba;PE;A
P3;18/09/2022;Ipueiras;CE;A
P3;18/09/2022;Arauá;SE;A
P3;18/09/2022;Petrópolis;RJ;A
P3;18/09/2022;Barreirinha;AM;B
P3;18/09/2022;Tucumã;PA;B
P3;18/09/2022;Portão;RS;B
P3;18/09/2022;Olinda;PE;A
P3;18/09/2022;São João do Piauí;PI;A
P3;18/09/2022;Seabra;BA;A
P3;18/09/2022;Petrolândia;PE;A
P3;18/09/2022;Campo Grande;MS;B
P3;18/09/2022;Corumbá;MS;B
P3;18/09/2022;Juatuba;MG;A
P3;18/09/2022;Pedreiras;MA;A
P3;18/09/2022;Manaus;AM;A
P3;18/09/2022;Rio de Janeiro;RJ;A
P3;18/09/2022;Arraias;TO;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Bela Cruz;CE;A
P3;18/09/2022;Eliseu Martins;PI;A
P3;18/09/2022;São Gonçalo;RJ;B
P3;18/09/2022;Utinga;BA;B
P3;18/09/2022;Emas;PB;B
P3;18/09/2022;Campinas;SP;B
P3;18/09/2022;Salvador;BA;A
P3;18/09/2022;Goianésia;GO;A
P3;18/09/2022;Riachão do Dantas;SE;A
P3;18/09/2022;Axixá;MA;A
P3;18/09/2022;Serrita;PE;A
P3;18/09/2022;Ubaporanga;MG;A
P3;18/09/2022;Aquidabã;SE;A
P3;18/09/2022;Boa Ventura de São Roque;PR;A
P3;18/09/2022;Salvador;BA;A
P3;18/09/2022;Antônio Carlos;MG;A
P3;18/09/2022;Rio Branco;AC;A
P3;18/09/2022;Douradina;MS;B
P3;18/09/2022;Turilândia;MA;A
P3;18/09/2022;Goiânia;GO;B
P3;18/09/2022;Caçu;GO;B
P3;18/09/2022;Cascavel;PR;B
P3;18/09/2022;Palmas;TO;A
P3;18/09/2022;Pastos Bons;MA;B
P3;18/09/2022;Rio Branco;AC;B
P3;18/09/2022;Professor Jamil;GO;B
P3;18/09/2022;Maracanaú;CE;B
P3;18/09/2022;Porto Velho;RO;B
P3;18/09/2022;Nova Santa Rita;PI;B
P3;18/09/2022;São Bento do Sul;SC;B
P3;18/09/2022;Belo Horizonte;MG;A
P3;18/09/2022;Carpina;PE;B
P3;18/09/2022;Cantá;RR;B
P3;18/09/2022;Santa Luzia do Itanhy;SE;A
P3;18/09/2022;Benedito Novo;SC;A
P3;18/09/2022;Lajes Pintadas;RN;B
P3;18/09/2022;Boa Viagem;CE;B
P3;18/09/2022;Passagem Franca do Piauí;PI;A
P3;18/09/2022;Itapiratins;TO;B
P3;18/09/2022;Belo Oriente;MG;A
P3;18/09/2022;Itauçu;GO;A
P3;18/09/2022;Cocalzinho de Goiás;GO;A
P3;18/09/2022;Nilópolis;RJ;A
P3;18/09/2022;Teotônio Vilela;AL;A
P3;18/09/2022;Nova Mutum;MT;A
P3;18/09/2022;Maracaju;MS;B
P3;18/09/2022;Vilhena;RO;A
P3;18/09/2022;Magé;RJ;B
P3;18/09/2022;Jacuípe;AL;A
P3;18/09/2022;Alagoinha;PB;A
P3;18/09/2022;Tanque do Piauí;PI;B
P3;18/09/2022;Nossa Senhora do Livramento;MT;B
P3;18/09/2022;Cuiabá;MT;B
P3;18/09/2022;Matão;SP;A
P3;18/09/2022;Mossoró;RN;A
P3;18/09/2022;Hidrolina;GO;B
P3;18/09/2022;Matinha;MA;A
P3;18/09/2022;Teresina;PI;B
P3;18/09/2022;Cantá;RR;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Jaraguá;GO;A
P3;18/09/2022;Jericó;PB;B
P3;18/09/2022;Cuiabá;MT;B
P3;18/09/2022;Rondolândia;MT;B
P3;18/09/2022;Morpará;BA;A
P3;18/09/2022;Sorriso;MT;B
P3;18/09/2022;Jericó;PB;A
P3;18/09/2022;Cachoeiro de Itapemirim;ES;B
P3;18/09/2022;Curvelo;MG;B
P3;18/09/2022;Alto Feliz;RS;A
P3;18/09/2022;Londrina;PR;B
P3;18/09/2022;Hidrolândia;CE;B
P3;18/09/2022;Uruoca;CE;A
P3;18/09/2022;Calçoene;AP;B
P3;18/09/2022;Petrópolis;RJ;B
P3;18/09/2022;Fagundes;PB;B
P3;18/09/2022;Peri Mirim;MA;B
P3;18/09/2022;São Francisco do Guaporé;RO;A
P3;18/09/2022;Pimenta Bueno;RO;B
P3;18/09/2022;Senador Sá;CE;B
P3;18/09/2022;Theobroma;RO;B
P3;18/09/2022;Volta Redonda;RJ;B
P3;18/09/2022;Manacapuru;AM;A
P3;18/09/2022;Igarapé Grande;MA;A
P3;18/09/2022;Biguaçu;SC;B
P3;18/09/2022;Guarani das Missões;RS;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Salvador;BA;A
P3;18/09/2022;Capela;SE;B
P3;18/09/2022;São Bento do Sul;SC;B
P3;18/09/2022;Paulista;PE;B
P3;18/09/2022;Cocal do Sul;SC;B
P3;18/09/2022;Candeal;BA;A
P3;18/09/2022;Divinópolis;MG;A
P3;18/09/2022;Laranjeiras do Sul;PR;B
P3;18/09/2022;Rio Crespo;RO;B
P3;18/09/2022;Passagem;RN;B
P3;18/09/2022;Nova Friburgo;RJ;B
P3;18/09/2022;Várzea Grande;MT;B
P3;18/09/2022;Pedro Gomes;MS;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Itapecerica da Serra;SP;B
P3;18/09/2022;Chapadinha;MA;B
P3;18/09/2022;São José dos Quatro Marcos;MT;B
P3;18/09/2022;Florianópolis;SC;B
P3;18/09/2022;Brasília de Minas;MG;A
P3;18/09/2022;Santo Amaro das Brotas;SE;A
P3;18/09/2022;Epitaciolândia;AC;B
P3;18/09/2022;Humberto de Campos;MA;B
P3;18/09/2022;Araguanã;TO;B
P3;18/09/2022;Itapecuru Mirim;MA;B
P3;18/09/2022;Rio de Janeiro;RJ;B
P3;18/09/2022;Maruim;SE;B
P3;18/09/2022;Portão;RS;B
P3;18/09/2022;Limoeiro de Anadia;AL;B
P3;18/09/2022;Pimenta Bueno;RO;B
P3;18/09/2022;Goiatins;TO;A
P3;18/09/2022;Juruti;PA;B
P3;18/09/2022;Sidrolândia;MS;B
P3;18/09/2022;Paudalho;PE;B
P3;18/09/2022;Igreja Nova;AL;B
P3;18/09/2022;Cruzeta;RN;A
P3;18/09/2022;Uberlândia;MG;B
P3;18/09/2022;Jericó;PB;A
P3;18/09/2022;Sangão;SC;A
P3;18/09/2022;Santa Rita;PB;A
P3;18/09/2022;Delmiro Gouveia;AL;B
P3;18/09/2022;Maués;AM;B
P3;18/09/2022;Três Corações;MG;A
P3;18/09/2022;Laranjal do Jari;AP;B
P3;18/09/2022;Pacaraima;RR;B
P3;18/09/2022;Santarém;PA;A
P3;18/09/2022;Rio das Ostras;RJ;A
P3;18/09/2022;Guaíra;PR;A
P3;18/09/2022;Novo Progresso;PA;A
P3;18/09/2022;Amajari;RR;B
P3;18/09/2022;Sonora;MS;A
P3;18/09/2022;Manaquiri;AM;A
P3;18/09/2022;São Gonçalo do Amarante;RN;B
P3;18/09/2022;Rio dos Índios;RS;A
P3;18/09/2022;Bragança Paulista;SP;B
P3;18/09/2022;Belém;PB;A
P3;18/09/2022;São Valério;TO;B
P3;18/09/2022;Cidade Ocidental;GO;B
P3;18/09/2022;Biguaçu;SC;B
P3;18/09/2022;Nossa Senhora do Socorro;SE;B
P3;18/09/2022;Araguaína;TO;B
P3;18/09/2022;Cabaceiras;PB;B
P3;18/09/2022;Arataca;BA;B
P3;18/09/2022;Florínea;SP;A
P3;18/09/2022;Cruzmaltina;PR;B
P3;18/09/2022;Paudalho;PE;A
P3;18/09/2022;Macapá;AP;A
P3;18/09/2022;Mossoró;RN;A
P3;18/09/2022;Jardim do Seridó;RN;A
P3;18/09/2022;Itacajá;TO;B
P3;18/09/2022;Manaquiri;AM;A
P3;18/09/2022;Cuiabá;MT;B
P3;18/09/2022;Paranhos;MS;B
P3;18/09/2022;Amorinópolis;GO;B
P3;18/09/2022;Macapá;AP;A
P3;18/09/2022;Ubaporanga;MG;A
P3;18/09/2022;Mundo Novo;MS;A
P3;18/09/2022;Natal;RN;A
P3;18/09/2022;Montes Claros;MG;A
P3;18/09/2022;Timbiras;MA;A
P3;18/09/2022;Betânia;PE;A
P3;18/09/2022;Manaquiri;AM;B
P3;18/09/2022;Manaquiri;AM;A
P3;18/09/2022;Vila Velha;ES;B
P3;18/09/2022;São Roque do Canaã;ES;B
P3;18/09/2022;Leopoldina;MG;A
P3;18/09/2022;Juazeiro;BA;B
P3;18/09/2022;Maceió;AL;B
P3;18/09/2022;Cachoeiro de Itapemirim;ES;B
P3;18/09/2022;Vilhena;RO;B
P3;18/09/2022;Laranjal do Jari;AP;A
P3;18/09/2022;Comendador Levy Gasparian;RJ;B
P3;18/09/2022;Laranjal do Jari;AP;B
P3;18/09/2022;Jaru;RO;B
P3;18/09/2022;Camacan;BA;A
P3;18/09/2022;Itabira;MG;A
P3;18/09/2022;Barra dos Coqueiros;SE;B
P3;18/09/2022;Forquilha;CE;A
P3;18/09/2022;São Gonçalo;RJ;A
P3;18/09/2022;Santo Antônio de Goiás;GO;A
P3;18/09/2022;Feira da Mata;BA;A
P3;18/09/2022;Conceição da Barra;ES;B
P3;18/09/2022;Rio de Janeiro;RJ;A
P3;18/09/2022;Fortaleza;CE;A
P3;18/09/2022;Rio das Ostras;RJ;B
P3;18/09/2022;Nhamundá;AM;B
P3;18/09/2022;Ouricuri;PE;A
P3;18/09/2022;Morro Cabeça no Tempo;PI;A
P3;18/09/2022;Caldas;MG;B
P3;18/09/2022;Porto Walter;AC;B
P3;18/09/2022;Rio Crespo;RO;B
P3;18/09/2022;Campestre;AL;A
P3;18/09/2022;Miranda do Norte;MA;A
P3;18/09/2022;Barcarena;PA;B
P3;18/09/2022;Siderópolis;SC;B
P3;18/09/2022;Dormentes;PE;B
P3;18/09/2022;Nova Mamoré;RO;B
P3;18/09/2022;Tanque do Piauí;PI;B
P3;18/09/2022;São José do Rio Pardo;SP;B
P3;18/09/2022;Mambaí;GO;B
P3;18/09/2022;Santana;AP;B
P3;18/09/2022;Magalhães Barata;PA;B
P3;18/09/2022;Rio dos Índios;RS;B
P3;18/09/2022;Contagem;MG;B
P3;18/09/2022;João Costa;PI;A
P3;18/09/2022;Pelotas;RS;A
P3;18/09/2022;Jundiaí;SP;B
P3;18/09/2022;Rio do Sul;SC;A
P3;18/09/2022;Salinas da Margarida;BA;A
P3;18/09/2022;Porto Velho;RO;B
P3;18/09/2022;Timóteo;MG;B
P3;18/09/2022;Pedro Canário;ES;B
P3;18/09/2022;Paulo Jacinto;AL;B
P3;18/09/2022;Riachão;PB;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Flor do Sertão;SC;B
P3;18/09/2022;Borba;AM;A
P3;18/09/2022;Vale de São Domingos;MT;A
P3;18/09/2022;Acrelândia;AC;B
P3;18/09/2022;Mariluz;PR;B
P3;18/09/2022;Laranjal do Jari;AP;A
P3;18/09/2022;São Bento do Sul;SC;B
P3;18/09/2022;Mata Grande;AL;B
P3;18/09/2022;Brasília;DF;A
P3;18/09/2022;Bonfim;RR;B
P3;18/09/2022;Belém;PA;B
P3;18/09/2022;Serra Azul;SP;B
P3;18/09/2022;São Pedro da Água Branca;MA;A
P3;18/09/2022;Açailândia;MA;A
P3;18/09/2022;Xambrê;PR;B
P3;18/09/2022;Chapadão do Céu;GO;B
P3;18/09/2022;Dirceu Arcoverde;PI;B
P3;18/09/2022;Brejo;MA;B
P3;18/09/2022;Xambrê;PR;B
P3;18/09/2022;Mossoró;RN;B
P3;18/09/2022;Pinheiro;MA;A
P3;18/09/2022;Goianésia;GO;B
P3;18/09/2022;Iguatu;CE;A
P3;18/09/2022;Porto Esperidião;MT;A
P3;18/09/2022;Contagem;MG;B
P3;18/09/2022;Vila Valério;ES;A
P3;18/09/2022;Barra do Bugres;MT;B
P3;18/09/2022;Ponte Alta do Tocantins;TO;A
P3;18/09/2022;Embu das Artes;SP;B
P3;18/09/2022;Fortaleza;CE;A
P3;18/09/2022;Ibateguara;AL;A
P3;18/09/2022;Valparaíso de Goiás;GO;B
P3;18/09/2022;Laranjal do Jari;AP;A
P3;18/09/2022;Itabaiana;SE;A
P3;18/09/2022;Tabaporã;MT;B
P3;18/09/2022;Manaus;AM;B
P3;18/09/2022;Brejo Grande;SE;A
P3;18/09/2022;Magalhães Barata;PA;A
P3;18/09/2022;Areia Branca;SE;B
P3;18/09/2022;Pracuúba;AP;B
P3;18/09/2022;Manaus;AM;B
P3;18/09/2022;Santana;AP;A
P3;18/09/2022;Londrina;PR;A
P3;18/09/2022;Salvador;BA;A
P3;18/09/2022;Dois Riachos;AL;A
P3;18/09/2022;Umari;CE;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Juti;MS;A
P3;18/09/2022;Lagoa da Canoa;AL;A
P3;18/09/2022;Canaã dos Carajás;PA;A
P3;18/09/2022;Porto Velho;RO;B
P3;18/09/2022;Juazeiro;BA;A
P3;18/09/2022;São Paulo do Potengi;RN;A
P3;18/09/2022;Natal;RN;A
P3;18/09/2022;Boa Vista;RR;A
P3;18/09/2022;Heliópolis;BA;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Aragarças;GO;A
P3;18/09/2022;Santa Helena;MA;B
P3;18/09/2022;Ibotirama;BA;B
P3;18/09/2022;Teresina;PI;A
P3;18/09/2022;Conceição de Macabu;RJ;B
P3;18/09/2022;Mazagão;AP;B
P3;18/09/2022;Pracuúba;AP;B
P3;18/09/2022;Rio Branco;AC;B
P3;18/09/2022;Tanque do Piauí;PI;A
P3;18/09/2022;Goiânia;GO;B
P3;18/09/2022;Poconé;MT;A
P3;18/09/2022;Taquarussu;MS;B
P3;18/09/2022;Santa Luzia do Pará;PA;A
P3;18/09/2022;Santa Fé de Goiás;GO;B
P3;18/09/2022;Almeirim;PA;A
P3;18/09/2022;Tanque do Piauí;PI;A
P3;18/09/2022;Vale de São Domingos;MT;A
P3;18/09/2022;Surubim;PE;B
P3;18/09/2022;Nova Iguaçu;RJ;A
P3;18/09/2022;Jijoca de Jericoacoara;CE;B
P3;18/09/2022;Alto Alegre;RR;A
P3;18/09/2022;Sonora;MS;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Porto Walter;AC;B
P3;18/09/2022;Portão;RS;A
P3;18/09/2022;Santa Mariana;PR;B
P3;18/09/2022;Sebastião Laranjeiras;BA;A
P3;18/09/2022;Iúna;ES;A
P3;18/09/2022;Pelotas;RS;B
P3;18/09/2022;Caucaia;CE;A
P3;18/09/2022;Bento Fernandes;RN;A
